Domestic Overnight Trips
"Nights (000), Calendar year and Month returned from trip by Stopover state/region/SA2"
Counting: Nights (000)
,,,AAA,AAB,ABA,ABB,ACA,ADA,ADB,ADC,ADD,AEA,AEB,AEC,AED,AFA,BAA,BAB,BAC,BBA,BCA,BCB,BCC,BDA,BDB,BDC,BDD,BDE,BDF,BEA,BEB,BEC,BED,BEE,BEF,BEG,BEH,CAA,CAB,CAC,CBA,CBB,CBC,CBD,CCA,CCB,CCC,CDA,CDB,DAA,DAB,DAC,DBA,DBB,DBC,DCA,DCB,DCC,DCD,DDA,DDB,EAA,EAB,EAC,EBA,ECA,FAA,FBA,FBB,FCA,FCB,GAA,GAB,GAC,GBA,GBB,GBC,GBD
,,March,1790.800573,323.87585630000001,471.2880447,1445.542535,666.78353990000005,189.9804713,274.41854289999998,215.6616234,202.76402350000001,330.89504590000001,182.97606579999999,37.507059300000002,145.73130549999999,545.1514866,1739.562817,377.04552819999998,319.45653290000001,19.327589700000001,193.4519075,429.74457869999998,245.9354112,160.16574550000001,134.88020940000001,242.4850606,143.0177242,48.262374399999999,16.144051900000001,104.8295871,24.246717799999999,614.73905309999998,147.59445650000001,126.6682216,94.901772100000002,40.351277899999999,64.265570999999994,1053.5223120000001,1131.2664319999999,661.52153999999996,490.51558970000002,70.359897399999994,138.86109780000001,177.91500049999999,58.951062999999998,130.9480968,388.12662499999999,419.28812879999998,69.205156000000002,909.02909290000002,74.525451799999999,18.4026426,102.15212750000001,176.87902769999999,43.275745999999998,64.297833800000006,49.638725899999997,23.288349400000001,207.05259860000001,48.521819299999997,94.608212499999993,1195.0072560000001,236.5922261,693.72600320000004,783.07849680000004,472.84679610000001,533.9734886,139.199781,192.40598969999999,175.74352970000001,41.503524300000002,313.15106259999999,103.3884944,78.537992599999995,20.6782945,13.3001199,112.736377,9.1102460000000001
,,April,1707.8607529999999,298.19824590000002,656.47093340000004,1807.9816089999999,1095.7383159999999,244.63347379999999,296.54744460000001,261.17334820000002,395.1312891,478.35374250000001,380.40210430000002,146.75704390000001,290.88487129999999,686.705378,1817.424203,204.1203055,249.44321189999999,132.61904039999999,227.65350810000001,316.59883380000002,240.24713059999999,288.2749422,115.0020961,478.68285120000002,181.69056739999999,40.372799800000003,46.946368700000001,267.7530438,17.930862399999999,669.81710950000002,251.9392727,78.189416800000004,128.8574011,87.619669200000004,81.539006200000003,1179.678193,1438.1928339999999,1157.0971970000001,521.42157980000002,122.15065869999999,258.14146260000001,179.04999380000001,215.48065460000001,232.73672379999999,451.24105070000002,266.4533576,177.6226485,667.03285330000006,24.4553069,71.135941500000001,84.831826100000001,215.8140464,15.445478700000001,56.314298999999998,100.3617509,17.095282999999998,124.53892159999999,182.00260170000001,150.09148339999999,1526.1240299999999,325.81031030000003,1001.70601,656.87896049999995,399.87875630000002,599.74145299999998,215.85310010000001,290.25369810000001,216.93066949999999,69.159446500000001,302.74852179999999,57.242443899999998,117.99710469999999,13.0817646,116.7243562,78.733419499999997,23.9553899
,,May,1589.3190709999999,125.7834278,489.30271329999999,1205.9167070000001,538.18386910000004,73.645976500000003,185.43610039999999,214.53353670000001,247.26540729999999,331.16823890000001,225.85315059999999,95.528013900000005,123.33971390000001,378.43939760000001,1669.3702519999999,134.51065019999999,111.22229919999999,47.462256400000001,84.023268400000006,156.6041673,87.334135599999996,108.19659179999999,148.86000920000001,199.4596085,105.5889578,9.5318497000000004,45.724336899999997,143.9851874,43.9821034,348.36114620000001,129.1866732,26.961370299999999,79.825821899999994,113.56122670000001,61.034439200000001,782.09200190000001,1133.224134,667.69823169999995,306.03061760000003,101.0858612,197.63679669999999,293.6211361,113.94807729999999,411.60917410000002,684.07585340000003,343.65709829999997,345.53778569999997,592.00345049999999,15.995785700000001,37.114660299999997,92.9368178,72.584227999999996,56.022898599999998,13.6353878,66.767250599999997,24.007462499999999,181.49719769999999,28.774053899999998,82.370018400000006,957.04002309999998,267.9341058,535.25764360000005,772.97456999999997,281.97787190000003,350.37638870000001,72.7216916,87.911891600000004,214.88466550000001,26.535550300000001,245.96504770000001,80.4327088,54.958725999999999,12.447813399999999,60.272798899999998,79.973373899999999,2.2323338000000001
,,June,1795.9654720000001,239.30456799999999,675.45742900000005,1280.1493740000001,649.36579119999999,128.27656690000001,113.9232068,291.31533339999999,169.86527950000001,348.86611770000002,265.3534358,128.6053387,147.50233750000001,347.6722911,2013.651239,288.74450560000002,252.28313220000001,65.804876199999995,84.933682500000003,122.8309058,113.2754079,110.7550895,55.006801000000003,180.0594151,54.931084200000001,24.258995500000001,10.540923899999999,102.8124188,14.6079604,314.74169339999997,107.6174274,60.502200999999999,60.585175800000002,45.799687599999999,30.264716199999999,1082.7014939999999,1127.518689,1049.1272959999999,469.69489140000002,128.60800029999999,111.0366155,191.50021419999999,226.57920150000001,375.1059947,871.48640909999995,358.722036,240.9781481,666.58226530000002,20.758153799999999,15.727494999999999,70.057124200000004,175.80674920000001,3.5341952999999999,77.637448199999994,84.665097299999999,14.468920600000001,210.0476654,108.4721843,136.59632550000001,1126.2450960000001,428.95873360000002,789.60828600000002,1041.4594770000001,242.2684314,402.16107629999999,42.307174099999997,156.44180750000001,116.2478807,30.995033299999999,440.96628759999999,86.772270199999994,109.4624486,3.8430616999999998,88.328787000000005,182.72823600000001,24.598186900000002
,,July,1872.363533,156.25422549999999,694.57469289999995,1513.0290669999999,597.40737249999995,541.82000840000001,215.1986704,192.7129966,149.3993194,454.17174290000003,206.32871280000001,148.41446260000001,173.6667899,800.61485210000001,1700.641398,147.0676369,100.8194896,94.254194100000007,74.621182300000001,105.3331702,43.9689865,136.01605710000001,210.84631870000001,484.8522519,86.818073799999993,4.5572106999999997,14.8690534,127.13537239999999,3.0226856,209.26707390000001,137.25401110000001,40.353164499999998,73.3720924,49.024026499999998,18.464203000000001,942.01988870000002,1634.4066110000001,838.28628140000001,566.43212930000004,192.99473800000001,311.91309039999999,347.35642469999999,182.86454269999999,477.67451060000002,1068.5459780000001,492.94104750000002,348.63991069999997,519.59884739999995,55.434090699999999,16.439158800000001,85.244463600000003,79.643216300000006,20.227069400000001,56.463636600000001,53.336020400000002,33.018410199999998,287.2540611,190.5054294,66.535269,995.50087470000005,447.87763430000001,717.22655469999995,937.22993220000001,398.7184537,184.2764967,36.945825399999997,114.50998130000001,71.382495899999995,59.675619300000001,573.57731200000001,206.09359549999999,88.251224300000004,15.1975756,110.6567503,158.34554779999999,17.071020999999998
,,August,1777.87447,117.1376071,633.86098179999999,1266.5390179999999,449.60111060000003,434.3416441,203.04107569999999,115.04286380000001,147.8345047,391.81263740000003,320.19577520000001,244.59674390000001,136.50597139999999,449.4776622,1771.9374640000001,245.42052849999999,187.92434,60.636308900000003,44.476754499999998,104.1235008,74.203628399999999,141.7119797,87.474197899999993,630.92637930000001,27.588742,31.652203100000001,12.0911332,178.07336240000001,0,225.2072321,121.4386964,42.583070399999997,150.17451349999999,26.5604859,25.5630898,937.83634400000005,1633.8106700000001,1048.2346030000001,412.02509240000001,217.13348450000001,182.50296220000001,217.22166000000001,246.7279614,457.69581090000003,1084.1368849999999,468.24736460000003,358.69282989999999,623.21736669999996,32.466391399999999,32.333890400000001,40.873321699999998,59.678958899999998,17.001222899999998,38.693016999999998,39.450108899999996,45.018650700000002,170.25774630000001,119.9785971,53.933554800000003,1044.0269989999999,333.6421939,407.68944140000002,735.43407460000003,337.78894020000001,172.96949499999999,21.454978799999999,94.770015099999995,99.283844700000003,6.8098593000000003,628.58127409999997,183.56895660000001,116.9975712,55.389690399999999,56.205052299999998,73.811279200000001,23.762408099999998
,,September,1654.019047,308.1504079,534.22962610000002,1324.051757,533.91708180000001,182.58416779999999,119.4279248,174.95043229999999,217.88296779999999,339.56552790000001,307.87931520000001,193.2853508,118.4284322,492.14579659999998,1429.8176980000001,146.0148198,254.8227172,83.884095500000001,139.01159290000001,131.35913389999999,109.70910120000001,137.0505081,48.997394399999997,233.31991199999999,87.958428400000003,25.659837400000001,11.4813923,121.4533205,79.217504899999994,213.57845069999999,250.9466323,45.565680800000003,85.557871800000001,40.764061300000002,24.198493500000001,1110.9395360000001,1205.8036959999999,1139.4098309999999,679.24946420000003,193.52787309999999,211.44435809999999,261.64914329999999,237.33962550000001,377.90147769999999,1074.4246370000001,408.37597770000002,291.22532999999999,331.45844740000001,52.561202299999998,11.015851700000001,64.880278599999997,41.287007199999998,6.2483222999999999,81.586341099999999,76.765967799999999,24.9298748,274.31950649999999,154.0710741,65.969588799999997,1200.7668289999999,785.44115810000005,385.85525910000001,861.74897929999997,503.12330059999999,190.72269539999999,31.649748299999999,49.216939699999998,52.4681955,9.8170470999999999,442.38623539999998,428.35576070000002,120.0285872,24.742032600000002,70.847442299999997,127.9266746,16.547304400000002
,,October,1954.4143019999999,252.53504649999999,762.74173800000005,1459.49155,1060.672984,165.3443101,298.51273090000001,211.4776913,312.04084540000002,715.94172230000004,450.61599790000002,98.449415900000005,173.46494910000001,625.78992289999997,2110.667633,189.56126699999999,252.43155999999999,43.641427200000003,147.74164479999999,163.8122267,147.7310454,155.15638849999999,80.932560899999999,357.12311870000002,129.56944540000001,38.754762900000003,34.108139399999999,236.0112264,24.270632200000001,392.69167909999999,134.2229849,26.801207000000002,118.7904137,101.5812707,40.025047600000001,1355.918527,1687.3515050000001,876.49566660000005,577.30521309999995,192.72691639999999,157.6857042,410.27560310000001,185.0368647,278.53736850000001,1070.840273,356.4353514,260.86046420000002,907.64283330000001,59.996809800000001,45.3299345,102.6584964,161.08972679999999,32.630612300000003,139.11591960000001,142.4210568,46.413028500000003,362.79804089999999,152.9450497,74.992468799999997,1072.826151,561.82788870000002,590.41991900000005,1065.4306939999999,466.62820809999999,353.71834669999998,53.827547699999997,203.68189799999999,101.66176299999999,22.355630300000001,390.2978458,48.383312500000002,135.96036770000001,15.2188453,97.800045100000006,178.78822589999999,6.0373359000000004
,,November,2044.9329499999999,229.66548990000001,639.97332900000004,1024.2009660000001,726.44009410000001,80.982518999999996,221.7167987,165.9039247,197.55601609999999,490.65015670000003,380.2493642,393.09146040000002,267.65518800000001,498.03433680000001,2275.2403859999999,232.57284960000001,281.45151379999999,25.041604599999999,86.664709000000002,186.32625580000001,168.26254549999999,153.00371200000001,102.8129948,239.84421660000001,74.899140700000004,72.759138899999996,52.603743000000001,170.36244569999999,35.7566536,253.0160133,171.66371570000001,40.187659600000003,111.2955254,105.36283520000001,70.680898299999996,1004.332566,1324.6397099999999,1002.727812,375.0131513,147.4499711,194.1988399,205.7462477,222.23576370000001,291.15611589999997,331.55114209999999,359.22399619999999,302.41780849999998,717.00673329999995,44.014327700000003,2.6003137000000001,97.033138899999997,85.7814537,83.065331099999995,77.605913000000001,66.409821800000003,125.4440535,225.3190468,205.1594369,83.365484899999998,817.8325059,350.43810689999998,729.2896399,1118.301657,382.12741799999998,292.04753019999998,57.617306800000001,253.5074975,142.49792239999999,31.030431700000001,239.04893799999999,32.146440300000002,67.431932500000002,18.504016400000001,1.0439729,41.435564800000002,30.0919764
,,December,1750.476267,318.39674430000002,763.25774449999994,1248.0330730000001,934.54882150000003,81.095156700000004,204.4916503,134.571088,171.61558020000001,312.84631000000002,200.73127550000001,70.190030500000006,132.35966920000001,311.11840799999999,1709.3466739999999,211.30767080000001,344.02748309999998,96.135565900000003,124.0268686,299.01093630000003,128.23064389999999,154.9145441,73.650832600000001,324.34234179999999,114.8576259,48.3742862,75.700049899999996,161.00009249999999,9.6575482000000008,382.50093140000001,213.41480100000001,54.353413199999999,110.75385660000001,85.685345600000005,120.71726150000001,969.81869570000003,1378.5989959999999,962.80187579999995,318.77045870000001,175.1408964,230.96774490000001,202.1452433,224.68582749999999,241.73354180000001,344.34996649999999,401.61459730000001,298.07643359999997,563.87890979999997,52.336709499999998,12.709157899999999,138.0443496,145.01159699999999,30.673608600000001,33.374741499999999,114.3192675,15.0046771,45.230717800000001,84.763116600000004,120.3311547,845.64346190000003,515.02284710000004,856.72920050000005,558.00635179999995,492.68251859999998,247.5588673,57.764724399999999,212.5775605,63.975892600000002,26.770917300000001,191.57845309999999,2.3631221,53.2911261,67.526304600000003,1.7025197000000001,92.308676199999994,5.1449540000000002
,2015,January,2829.7567760000002,928.79862530000003,1139.849076,3286.715252,2648.687692,273.27561420000001,315.20520570000002,415.39640059999999,326.60786259999998,527.55621470000006,550.96017429999995,45.129239099999999,165.39771440000001,918.00074959999995,2562.5219069999998,1189.283242,757.27154729999995,112.50096259999999,341.36718330000002,550.70777799999996,645.46612370000003,395.58497540000002,98.523002000000005,465.54223780000001,91.339290199999994,73.370578699999996,46.105408799999999,183.77240280000001,17.4763667,1345.127874,228.31291419999999,50.7982041,212.4161641,123.9504069,71.1541146,1829.128011,2365.7829820000002,1647.1213620000001,230.50924219999999,152.0351579,316.97848759999999,295.71279809999999,145.94215130000001,622.95520050000005,726.05761640000003,392.17837020000002,217.86480660000001,1061.3630760000001,33.591178499999998,70.495295999999996,437.21903689999999,585.05632300000002,65.930359499999994,165.46789889999999,161.68653889999999,9.4781250000000004,203.10906829999999,316.21066139999999,412.17763300000001,2203.7579300000002,537.56815099999994,1733.755809,454.27500579999997,472.28660480000002,940.50686289999999,433.64824779999998,270.49013280000003,451.68870900000002,102.40184189999999,165.2034567,7.5164140000000002,11.745868099999999,7.4973685999999997,34.451833000000001,12.629481800000001,0.46899400000000002
,,February,1726.089416,230.1850345,520.25302420000003,1311.661969,783.59042469999997,74.842255899999998,170.8860244,160.24202289999999,112.4604291,188.86851780000001,197.3410739,48.294146499999997,109.3614738,339.35185430000001,1867.035875,205.3328085,178.7009765,50.550067599999998,151.6554276,198.82951159999999,139.11695940000001,86.973418100000004,46.524215400000003,401.78099539999999,110.3113177,29.4447686,11.716837699999999,140.12915029999999,0,551.74265890000004,70.603128499999997,36.806580500000003,69.855685399999999,45.949999800000001,51.504249799999997,1068.997983,824.68433749999997,690.54197499999998,165.8419293,121.119705,86.181634399999993,239.66971620000001,63.345067800000002,78.3441799,278.17357609999999,377.19170370000001,426.58752199999998,421.8011151,21.9400871,41.765140199999998,166.0181767,134.48499039999999,22.4449325,62.805671400000001,17.345524699999999,17.087256799999999,146.1935651,82.739088199999998,86.178246400000006,1188.9751960000001,106.3944879,525.47956499999998,659.08726060000004,384.30049279999997,423.67037629999999,45.255007599999999,203.056511,149.75694139999999,69.630033600000004,195.40309009999999,7.1458671999999996,15.3039272,6.0766283999999997,4.0237287999999998,19.9342349,10.757663300000001
,,March,1891.5009910000001,272.02642839999999,966.79839730000003,1270.4943920000001,1129.5330509999999,144.2003575,175.20630399999999,197.2223889,151.5275743,339.02949819999998,259.06439310000002,78.045469400000002,140.140086,484.092311,2165.0038730000001,234.5363169,274.08817269999997,52.417675799999998,268.30591709999999,246.17293459999999,149.1202284,138.1031677,72.171665899999994,257.38329390000001,307.49732399999999,53.470373600000002,32.626276099999998,164.47651279999999,64.092341099999999,439.68766390000002,238.5797259,84.596652000000006,86.654231600000003,52.211379700000002,53.270317599999998,839.01181299999996,1449.094705,819.93716500000005,364.79667110000003,92.716462300000003,145.041436,255.39105409999999,69.062001499999994,156.6404828,303.0906741,424.20872309999999,101.8598489,943.73765360000004,60.463252400000002,9.2078451999999995,140.55918790000001,159.71361880000001,20.805079899999999,35.915581099999997,74.474106500000005,17.929493300000001,138.8791603,115.30611039999999,86.9830489,956.30110930000001,214.24641109999999,823.14637619999996,919.66073010000002,843.66708970000002,419.2045617,53.807676299999997,174.37807549999999,102.99011350000001,42.856368500000002,133.4094508,120.0453145,23.0160087,1.1977882,32.179550399999997,71.050549700000005,0.60023890000000002
,,April,1920.679707,212.86612909999999,776.64039190000005,1960.378475,1028.397438,106.39203500000001,160.5365783,257.12344159999998,213.13054930000001,551.66323109999996,453.81232080000001,168.92725849999999,209.35758430000001,400.03607979999998,1723.2735,304.04826450000002,304.57861409999998,60.402030600000003,252.3144293,270.63495610000001,233.90692340000001,203.41318749999999,119.9679917,371.12966490000002,40.873265400000001,88.637418400000001,25.7367627,241.40816290000001,20.363151999999999,460.69906780000002,312.68216799999999,85.526515799999999,48.228703500000002,127.4469264,48.704819800000003,1144.0848149999999,1411.4234630000001,844.28422899999998,504.22775289999998,144.41898990000001,311.33012669999999,222.88749530000001,148.27852780000001,254.4862364,651.09963670000002,453.42862050000002,254.23279020000001,658.8993385,35.778607299999997,46.003303299999999,55.074759800000002,142.9724611,44.990848,117.6173093,84.386448000000001,11.987087199999999,237.794926,127.58426780000001,119.9746521,966.66069449999998,463.675161,1370.0521920000001,981.90618640000002,330.36907889999998,377.025936,122.8910066,134.90558329999999,70.790538799999993,8.4103656000000004,237.1208244,183.68744659999999,6.0340575000000003,5.9652664,56.378475899999998,169.97544920000001,1.3234996000000001
,,May,2458.6028930000002,136.28901400000001,614.49371050000002,1455.6437539999999,749.49560659999997,67.917611300000004,245.5551318,170.34425289999999,300.64535869999997,407.04848559999999,306.87395190000001,75.235575100000005,235.00150189999999,408.40915849999999,1885.4093969999999,148.55529319999999,125.96530970000001,97.077888799999997,188.25140909999999,227.2523314,180.46380909999999,92.705054899999993,74.395438799999994,284.50704500000001,170.659828,31.959131899999999,100.621758,136.7188099,11.5438557,257.03897710000001,175.25665810000001,52.1661456,115.33339770000001,52.910463,65.827321900000001,787.11168940000005,1378.9280960000001,968.10606419999999,445.98193559999999,301.21714329999998,118.598309,274.68052310000002,327.50235470000001,337.29803800000002,553.12701200000004,562.48649780000005,129.44508160000001,511.78431469999998,37.1929309,16.4374413,171.5739657,79.758394899999999,11.7966452,115.8579436,112.1039282,37.188248399999999,198.4220354,170.64584400000001,113.8260449,874.97203649999994,515.59972259999995,548.5356395,721.77763600000003,221.8592094,292.97590980000001,24.9451657,190.92899220000001,92.881200699999994,24.5543844,243.19125349999999,54.673331699999999,27.136119799999999,5.6287025000000002,28.065365,23.840699300000001,28.9775958
,,June,1777.363832,297.01691099999999,611.27843399999995,820.03067169999997,752.4328835,179.6877489,179.2750849,180.43569890000001,172.61757979999999,410.81785789999998,344.28710790000002,131.2636894,206.50307040000001,392.2928895,1355.229028,176.30099319999999,177.84853240000001,24.5549444,97.755565899999993,208.66515369999999,103.91636990000001,95.884185000000002,110.92045419999999,280.37041970000001,81.246845100000002,31.294637399999999,10.838234399999999,97.940273300000001,52.590200799999998,239.91240149999999,138.19120910000001,17.749222899999999,133.4745906,78.514082099999996,28.185800700000001,895.42842280000002,1186.5378820000001,596.66223249999996,784.51822609999999,113.37026419999999,171.5241747,314.32416060000003,113.5219554,349.75455199999999,565.65896499999997,453.07975729999998,179.56442699999999,379.61018919999998,43.255750800000001,39.758993199999999,99.142734799999999,54.321503800000002,23.727941600000001,17.160810300000001,45.836618100000003,31.9683736,238.9354348,134.47461809999999,75.152660100000006,906.59463000000005,202.0934005,503.83609259999997,370.96932800000002,341.10349009999999,212.2465421,39.488793399999999,75.801534500000002,179.5816537,13.288399999999999,628.66308890000005,294.7910013,109.1408065,27.6078191,86.778350399999994,170.23850680000001,45.636907800000003
,,July,1647.001311,120.5926096,470.81960780000003,1317.810152,518.37773500000003,445.26565629999999,282.71987280000002,172.4946635,219.627094,550.33434709999995,243.29566310000001,174.32231669999999,196.91256189999999,699.00586020000003,1575.3353959999999,155.1786549,345.49988880000001,31.628545599999999,193.8228847,140.66332120000001,83.102596599999998,115.70711059999999,142.5014061,555.471496,115.2291084,8.7663402999999995,66.532374500000003,143.81730870000001,26.207006799999998,245.78726380000001,165.57793280000001,75.034641399999998,128.4374665,69.540886,23.608253000000001,1194.540127,1499.1363610000001,841.97009849999995,433.62745159999997,165.2708883,223.07121129999999,231.3481362,164.5282852,560.47502429999997,1631.5097619999999,516.08861939999997,440.1636335,606.69239800000003,20.924131500000001,45.5592325,52.419137499999998,81.402130099999994,30.2429329,53.067507999999997,64.423803800000002,33.716319499999997,192.03661339999999,123.89644269999999,56.167397100000002,1114.8254999999999,575.05747010000005,538.88502189999997,1016.372378,398.68711050000002,361.44217780000002,37.698242399999998,86.559259600000004,61.455368800000002,2.4526564,813.06651509999995,108.9529304,306.00889230000001,17.2455444,163.85957189999999,194.74559300000001,36.0998929
,,August,1648.6042,254.4455049,755.56293459999995,1163.941601,537.77876360000005,450.9464193,264.438515,116.9205951,237.4027437,404.5642426,302.1653973,236.54808940000001,99.603210899999993,506.6608478,2041.0453279999999,207.46699140000001,151.9871809,91.924893100000006,82.212030799999994,141.80950630000001,91.982470199999995,105.60795280000001,56.332075099999997,348.91819240000001,99.031836699999999,34.420842800000003,18.798519899999999,163.68261440000001,7.9301526999999998,257.804259,110.1586815,49.0381371,116.5818586,37.380257899999997,16.928041499999999,1024.947465,1416.8794479999999,954.05810729999996,423.7575842,60.709628100000003,226.3597498,141.42281879999999,242.37679689999999,287.56359730000003,1000.992286,330.17801470000001,236.37173060000001,621.92877390000001,20.536193999999998,49.511974299999999,91.934642499999995,60.148741299999998,12.616889199999999,39.599586199999997,96.124665199999995,21.900691800000001,185.83613099999999,120.0743322,59.803601299999997,974.31614349999995,570.31920030000003,611.28255899999999,1363.9773740000001,483.83364360000002,164.0417358,31.0384572,74.815233199999994,128.9688013,6.8499657000000003,464.37872520000002,54.587097399999998,118.7390899,31.927869399999999,105.79432970000001,145.47858479999999,54.251874999999998
,,September,1967.822811,253.3710221,474.77484370000002,1372.96361,686.43643650000001,330.49838099999999,137.511121,215.35206109999999,240.39826740000001,306.0555817,311.39182440000002,157.35101979999999,152.31894489999999,600.2891621,1741.991706,178.12428550000001,100.16623490000001,110.4535145,123.14027129999999,100.2991719,100.5334685,227.08662820000001,67.048264000000003,329.98127520000003,54.740316399999998,42.987315099999996,28.386031800000001,86.552821199999997,78.470611300000002,217.0108176,180.9053141,53.552060699999998,80.614187799999996,116.4555428,81.9949352,961.69092309999996,1469.053476,1179.195997,767.67331620000004,166.64296669999999,298.49678460000001,231.11027060000001,227.16129960000001,460.80817000000002,1148.626976,759.94333129999995,435.67073599999998,470.0739006,31.429217399999999,18.511706400000001,53.114384700000002,87.038743800000006,25.464090599999999,26.156036,75.415569300000001,32.914100599999998,334.558379,80.8485029,58.497915399999997,1068.7933680000001,481.68668330000003,609.64737920000005,1102.3365510000001,313.73252300000001,222.03985370000001,66.179516699999994,87.176949199999996,86.667687200000003,13.4191757,183.8891979,34.7161829,86.986823799999996,34.2439775,55.827052899999998,158.6274051,10.116567999999999
,,October,1983.4352160000001,252.93110799999999,628.47763740000005,1679.080659,763.18387570000004,215.7635386,253.4304783,230.97189180000001,197.2941749,663.84369230000004,417.18353730000001,276.04253080000001,257.16255940000002,585.37532199999998,2072.1004760000001,262.58020549999998,199.87160080000001,45.526218299999996,128.31982919999999,224.25659189999999,180.37140149999999,178.07503070000001,109.88056400000001,243.21567039999999,71.130427600000004,42.9602936,17.222199199999999,235.7195978,15.223788799999999,341.90657670000002,167.99413139999999,40.748662299999999,89.082031900000004,50.9940517,34.237773900000001,1172.528276,1682.3073260000001,1310.839082,454.5589296,77.517412399999998,144.1905908,248.039512,217.4768895,323.44827099999998,827.67525479999995,227.8040891,145.9925609,853.27911979999999,18.2034366,48.173734799999998,107.31909159999999,161.3160369,64.022413700000001,25.018108099999999,95.506495400000006,44.1363816,446.68115260000002,102.62947870000001,175.42766850000001,1117.709239,438.28304059999999,636.33102840000004,994.54093439999997,435.91455209999998,353.62357750000001,79.007578499999994,97.515023799999994,189.02214620000001,12.4024702,279.25058539999998,186.9758248,119.5451889,48.3601703,104.7329934,128.53680979999999,28.543256599999999
,,November,2018.590359,302.19900730000001,841.63083859999995,1786.2174219999999,1005.766567,125.9401682,317.99260989999999,238.95494479999999,216.05678520000001,666.99137210000004,374.81854609999999,98.724345999999997,126.0537581,412.51405440000002,1700.4914470000001,299.27801690000001,244.02416460000001,30.468535500000002,114.2519683,250.53474700000001,179.05803399999999,179.13420410000001,100.79270649999999,297.12933750000002,101.0909039,53.425317399999997,26.221036000000002,125.13803660000001,40.367963199999998,405.47862509999999,153.59867560000001,94.313889500000002,43.945226300000002,164.9028994,114.79319820000001,1429.833406,1242.6576829999999,876.74013079999997,315.30870579999998,193.78242059999999,79.014325499999998,227.49196900000001,225.74021759999999,301.31872320000002,462.3614503,281.25874099999999,272.33857949999998,742.88744770000005,41.289679999999997,42.473105599999997,141.25889720000001,199.36387859999999,21.840894500000001,49.628205800000003,60.914726199999997,45.346929099999997,180.54635630000001,101.66350509999999,86.544369500000002,1179.759491,441.02574579999998,954.69077679999998,1199.1587030000001,652.4049235,356.29771959999999,79.625005999999999,245.7110887,195.50589790000001,23.5690794,285.84002049999998,73.927700400000006,170.26987919999999,12.945661299999999,28.220064099999998,42.5703411,8.4144856000000008
,,December,1531.386608,261.2021014,755.85325250000005,1226.1398369999999,778.51416110000002,173.58537759999999,232.40592430000001,339.34587399999998,235.6271194,285.185948,136.3515491,48.7932889,188.11759699999999,560.2343644,1826.652857,396.06938860000002,449.09787649999998,106.91605629999999,191.28806990000001,183.03873920000001,127.39018780000001,177.56101860000001,67.640616899999998,253.2841377,139.2158407,30.011704699999999,7.6596726000000004,102.4656188,33.175024200000003,514.81998910000004,152.9069403,68.793570500000001,68.6702054,90.349646300000003,29.1631654,1081.2881580000001,1221.628825,793.84679879999999,562.94930309999995,91.525142099999997,110.5680792,132.78579579999999,106.00195600000001,263.06253249999997,647.97830880000004,344.45789539999998,305.41878079999998,659.07148529999995,18.696090000000002,15.6653828,88.008108899999996,136.8239892,28.812629600000001,35.643935800000001,52.962944899999997,31.590115399999998,137.76117980000001,105.05311260000001,207.37949080000001,1362.468057,347.12933429999998,519.41405999999995,511.6831411,233.57741139999999,248.46328729999999,58.665573999999999,242.04076209999999,158.80720210000001,92.432535299999998,427.5407616,29.2754923,30.721155100000001,9.4961111999999996,0,103.2547983,26.644904499999999
,2016,January,2825.7267879999999,643.70288330000005,994.5438709,4069.9595979999999,2639.487118,263.91384909999999,466.93133289999997,303.88070679999998,205.3704457,480.01395609999997,347.98961989999998,90.282681600000004,201.01537400000001,635.71083850000002,3094.9614780000002,1492.9463209999999,726.73886519999996,51.985075000000002,618.0320365,529.79140759999996,803.17927829999996,392.92478410000001,114.1363384,865.29500880000001,201.52878559999999,32.660019800000001,72.369390199999998,275.6538865,30.115847200000001,1346.8876230000001,259.16587770000001,114.5936119,78.076612100000006,148.57636239999999,42.675068500000002,1753.726212,1816.0276100000001,1792.438721,302.37260959999998,193.58678850000001,342.77755839999998,197.62190150000001,137.93664670000001,462.642155,882.37638660000005,406.54665879999999,106.2696893,1000.3550320000001,25.615110300000001,60.405274499999997,279.58843059999998,622.54431,86.277160600000002,162.79162550000001,104.7401945,22.853626800000001,82.445085800000001,170.94148860000001,399.79920270000002,2324.9964369999998,644.06242299999997,2379.9757420000001,901.21320349999996,529.76827939999998,789.88814979999995,259.53920570000002,227.5140486,251.62935569999999,32.877779599999997,260.7605681,94.142001100000002,63.028692100000001,41.869556699999997,28.312615999999998,40.806120800000002,60.833305299999999
