"Mbb1","Mbb2","MCh1","MCh2","VSAg","VSAng","VSEg","VSEng","PD:J-M(I","PD:A-J(I","PD:J-M(D","PD:A-J(D","FECa","FECt","Dffr","Dhge","GL(E","GL(O","BSNS","BSES","KEs1","KEs2","KEf1","KEf2","ERSF","ERGM","S:17t1","S:18t1","F:hi","F:ci","R2as","R2:t","Bll1","B2()","E:ff","E:vf"
-2.6721052,3.1903893,-0.85636402,3.9885798,265.75586,544.38835,262.4961,303.05655,134,188,1456,1227,0.040393,7.1507,5.095355,-21.513963,17453,7482,-0.1252,-0.0351,-564,-511,748,325,0.15558149,1.5673,24.9,69.5,0.89818,-0.97824,1.2764519,-0.041783254,0.01,0.007,-1.005464,1.2603885
-2.5925726,3.2433931,-0.51908004,3.7669677,266.91896,543.42088,263.47631,301.1135,230,224,1782,921,1.8404,-26.849,3.5111262,-21.513963,17446,7463,-0.0763,0.0854,-608,-484,168,532,0.15606711,1.5712,20.5,86.5,0.91845,1.0364,1.2865126,-0.25074697,-0.11,-0.013,0.9695215,-1.0316758
-2.4791926,3.3169992,-0.19089379,3.5542008,267.6688,529.30967,286.92052,301.65798,228,205,1694,888,2.4404,-34.849,-0.91000638,-21.513963,17440,7452,-0.1268,0.0493,-624,-482,-318,807,0.155521,1.5785,26.6,91.5,-1.0908,-0.95706,1.2567596,-0.43112566,-0.231,-0.033,-1.0193724,-0.99025293
-2.3759416,3.3423479,0.038884897,3.4203615,267.73897,467.77628,292.47725,302.26647,204,216,1608,869,-0.95961,-4.8493,-0.9414955,-21.513963,17436,7449,-0.0646,-0.108,-632,-548,-540,1132,0.15582392,1.582,18.4,107.2,-1.1185,-0.96934,1.2569254,-0.60066099,-0.071,0.007,-1.0332807,-1.0454834
-2.1918672,3.2736154,0.39560227,3.2259858,267.20914,406.24675,294.90276,302.52276,205,188,1142,875,-1.0596,-4.8493,-0.9414955,-21.513963,17446,7466,-0.0694,-0.1838,-639,-590,-668,1288,0.15604276,1.586,40.5,88.2,-1.1253,1.0258,1.1922352,-0.75186866,-0.032,0.006,0.98342985,1.2603885
-1.9883812,3.0606074,0.74181986,3.0211527,267.26714,315.52478,325.17548,301.5419,200,161,1056,864,1.0404,-22.849,-0.9414955,-21.513963,17448,7463,-0.1228,-0.1855,-632,-633,-740,1110,0.15594542,1.5878,17.6,94.3,-1.1195,1.0224,-4.9818566,-0.85843407,-0.012,-0.034,-1.005464,1.025659
-1.7543608,2.7597624,1.0784374,2.7926964,269.77666,285.64364,401.35095,302.03226,205,175,1068,856,-3.1596,21.151,-0.9414955,-21.513963,17479,7486,-0.1007,-0.0886,-648,-639,-740,476,0.1552795,1.5775,13.3,126.4,0.91647,-0.96474,1.1741931,-0.92171829,0.008,-0.074,-1.005464,-0.85217677
-1.4942869,2.4056868,1.4097744,2.5414961,272.80833,290.34863,458.63971,314.1563,156,130,1063,844,0.24039,213.15,-0.9414955,-21.513963,17498,7509,-0.0777,-0.1053,-634,-630,-748,-42,0.15444015,1.58,8.3,111.9,-1.1098,1.026,-2.330565,-0.98521985,0.068,-0.034,0.9973382,1.2603885
-1.3328796,2.1891398,1.6217889,2.3533904,271.99255,296.27903,478.35657,414.66667,127,121,969,845,0.84039,545.15,-0.9414955,-21.513963,17492,7518,-0.0633,-0.1284,-649,-654,-709,-348,0.15479876,1.5895,9.5,92.2,0.88426,1.0416,1.307684,-1.0422004,0.008,0.006,-1.005464,-1.0040605
-1.0950695,1.9129725,1.9299638,2.0296777,279.65596,299.80212,481.08465,477.96124,128,145,1100,832,1.7404,733.15,-0.9414955,-21.513963,17489,7517,-0.0448,-0.0966,-630,-680,-689,-472,0.155521,1.578,10.5,127.2,0.92191,1.0374,0.99296783,-1.0995297,0.007,0.025,-1.005464,-0.99025293
-0.82943622,1.6320654,2.241453,1.661629,339.54572,301.47574,480.41029,495.55556,177,218,1785,819,1.4404,407.15,-0.9414955,-21.513963,17483,7511,-0.0248,-0.0314,-588,-680,-688,-556,0.1552795,1.579,9.5,110.3,-1.0891,-0.98216,1.0271655,-1.1434234,0.007,-0.055,0.9695215,-1.0178682
-0.54859226,1.2937414,2.5564668,1.2713841,457.05652,301.52453,477.99639,479.28244,223,218,1796,814,2.5404,-182.85,-0.9414955,-21.513963,17473,7493,-3e-04,-0.0146,-676,-658,-672,-568,0.15503876,1.571,11.8,96.1,-1.084,-0.99128,0.63344954,-1.1659411,-0.013,-0.195,-1.0193724,-1.0040605
-0.23951559,0.86955846,2.8616643,0.88762737,505.51582,301.65813,478.02079,487.59259,213,209,1761,826,0.34039,-346.85,-0.9414955,-21.513963,17466,7480,-0.007,0.0188,-736,-692,-716,-557,0.15479876,1.5605,5.3,117.2,-1.1056,1.0362,1.0790964,-1.1752299,-0.033,-0.235,-1.0332807,-0.99025293
-0.0087775577,0.58096218,3.0520814,0.63717335,504.89694,302.06484,477.31429,488.97917,201,198,1528,825,3.8404,-210.85,-0.9414955,-21.513963,17455,7464,8e-04,0.0126,-700,-668,-757,-540,0.15570261,1.568,19.1,107.7,0.89821,-0.9838,1.0882768,-1.2010542,0.007,-0.235,0.98342985,1.1361199
0.37325586,0.16314957,3.3125537,0.26052926,502.9017,302.47427,477.18296,480.27703,194,179,1158,826,7.1404,-142.85,-0.77751707,-21.513963,17471,7467,0.0162,-0.0536,-689,-602,-817,-504,0.15546055,1.5645,9.4,109.8,0.95587,-0.97358,0.88747188,-1.2338669,0.006,-0.076,-1.005464,1.1223123
0.79078179,-0.26219831,3.5516843,-0.12637485,498.39075,302.93278,476.93119,480.9084,194,168,1043,813,5.5404,-126.85,3.9906213,-21.513963,17477,7479,-0.033,0.0389,-593,-708,-845,-460,0.15546055,1.5645,14.7,104.4,0.93075,-0.97696,0.84373346,-1.2525023,-0.034,-0.036,-1.0193724,1.1499275
1.2226432,-0.69538496,3.7645786,-0.52222963,469.05128,303.44784,476.16924,487.327,189,150,1069,805,6.5404,-116.85,5.0808258,-21.513963,17468,7490,-0.0421,-0.0442,1206,-774,-870,-454,0.15579479,1.563,13.6,120.5,0.92358,1.0319,0.94241272,-1.227989,-0.074,0.004,0.95561315,1.1361199
1.6654952,-1.1401186,3.9314362,-0.9128626,400.32085,303.66427,469.84989,487.7992,131,117,989,817,1.6404,-88.849,5.0585045,-21.513963,17477,7498,-0.1188,-0.0045,-6858,-740,-886,-488,0.15637217,1.5595,11.6,106.8,-1.0708,1.0412,0.93892685,-1.0381196,-0.034,0.044,0.98342985,-0.99025293
1.9505885,-1.4488089,4.0255915,-1.1692707,333.31419,304.11105,429.30854,480.29787,120,112,1090,828,3.8404,-80.849,5.0585045,-21.513963,17488,7506,-0.1992,-0.0133,-1843,-730,-896,-511,0.15637217,1.564,3.7,120,-1.0831,1.0356,0.88661426,-0.99851879,0.006,0.044,-1.005464,-1.0040605
2.3029258,-1.9234635,4.1664329,-1.5501302,284.98423,304.16887,364.25218,482.33579,140,143,1240,848,-0.059607,-68.849,5.0585045,-21.513963,17496,7529,-0.2298,-0.0462,-296,-710,-896,-566,0.15680125,1.5665,23.9,96.8,0.93521,1.0394,0.85090116,-1.0347231,0.025,0.023,0.98342985,-0.99025293
2.5469737,-2.3721789,4.3299795,-1.9300923,268.53634,304.90969,306.02369,486.17816,207,167,1724,823,-0.95961,-56.849,5.0585045,-21.513963,17497,7529,-0.2109,-0.0474,29,746,-884,-612,0.15710919,1.5707,7,98,-1.0765,1.0364,0.93102905,-0.89545512,-0.055,0.003,-1.0193724,1.0946971
2.7950972,-2.7820858,4.5144714,-2.3082695,265.97081,306.32745,281.98482,482.9812,226,145,1603,835,0.94039,-42.849,5.0585045,-21.513963,17504,7534,-0.1894,-0.0582,208,-3903,-921,-625,0.15680125,1.5635,21.5,91.3,0.90665,-0.97946,0.86822713,-0.84404767,-0.195,0.003,0.9973382,-0.78313869
3.1504834,-3.1666474,4.6708551,-2.6787337,266.13715,307.16352,281.10326,481.02312,202,136,1562,831,-1.1596,-50.849,5.06197,-21.513963,17503,7533,-0.2039,-0.0662,424,-3408,-924,-639,0.15686275,1.562,21.6,93.5,0.95302,-0.98013,0.82464942,-0.91373261,-0.235,-0.017,-1.0471891,-0.879792
3.4282947,-3.3957907,4.7441836,-2.9213204,266.97519,307.42227,281.05541,485.12308,209,134,1184,834,-1.6596,-12.849,4.8335222,-21.513963,17494,7525,-0.099,-0.0716,716,-543,-917,-639,0.15680125,1.5715,25.7,97.9,-1.0623,-0.96521,0.74663976,-0.9388418,-0.235,-0.037,-0.99155569,-0.90740723
3.8334435,-3.6908915,4.8237418,-3.2703288,254.62703,326.4772,280.30101,480.59211,188,129,955,854,1.8404,-32.849,3.1834218,-21.513963,17483,7511,-0.1044,-0.1061,1059,-100,-904,-630,0.15779093,1.5762,43.3,127.8,0.92315,1.0224,0.83367016,-0.78930272,-0.076,-0.038,0.98342985,-0.86598438
4.1526091,-3.9576315,4.8997256,-3.5826467,249.48212,0,254.74096,444.72816,210,137,957,874,-0.35961,-10.849,3.0585045,-21.513963,17494,7516,-0.0731,-0.0834,1190,140,-899,-636,0.15741834,1.5778,57,102.9,0.94426,-0.96281,0.81315408,-0.81455839,-0.036,-0.018,0.98342985,-0.90740723
4.386475,-4.2073624,4.9710947,-3.8566903,248.68735,459.37558,249.30891,414.77381,180,119,1104,1330,0.34039,-4.8493,3.0585045,-21.732605,17485,7504,-0.0766,-0.0388,780,348,-844,-649,0.15748031,1.5785,47.8,109.5,0.96591,-0.96537,0.33955501,-0.85726695,0.004,0.002,-0.99155569,1.1361199
4.5986169,-4.4196061,4.9757081,-4.0999576,250.24308,535.40371,253.67926,334.08413,127,103,1081,1448,0.94039,-18.849,3.0585045,-12.534623,17490,7502,-0.0713,-0.0043,98,649,-921,-671,0.15766654,1.5914,30.6,106.8,0.9688,1.0642,-0.092105742,-0.76842155,0.044,0.002,-1.0332807,1.1223123
4.710159,-4.533931,4.9375834,-4.246063,253.27363,543.81374,255.98865,281.3222,121,88,933,1422,-1.2596,-8.8493,3.0585045,-12.534623,17486,7500,-0.0833,-0.0137,-255,1023,-901,-693,0.1591723,1.603,32.3,112.5,-1.053,-0.93609,-0.55850974,-0.81539874,0.044,0.042,-1.0610974,-0.90740723
4.8210615,-4.6605682,4.8556379,-4.4406508,254.60742,544.58725,256.81191,283.31352,195,111,936,1275,0.44039,9.1507,3.0585045,-1.29532,17478,7504,-0.1541,0.0276,-440,1316,-946,-694,0.1599872,1.5965,40.7,99.5,0.94182,1.0802,-1.0369746,-0.86112197,0.023,0.061,-1.005464,1.2189656
4.8821537,-4.7630693,4.7633726,-4.5947268,255.48043,544.53905,257.2217,294.23925,233,118,968,945,1.3404,9.1507,3.0585045,-1.5139626,17474,7500,-0.147,5e-04,-496,1126,-956,-639,0.15932446,1.5975,39.4,86.6,0.94547,1.0821,-1.3766982,-0.7819414,0.003,0.041,1.0112465,-0.93502246
4.8790937,-4.8566593,4.7044377,-4.6917743,257.07081,538.37411,264.2753,294.01705,217,112,949,909,3.9404,3.1507,3.0585045,-1.5139626,17483,7521,-0.1675,0.0075,-511,308,-932,-634,0.16009734,1.607,59.7,95.2,-1.0899,1.0878,-1.7304274,-0.80542521,0.003,0.021,1.0112465,-0.89359961
4.8251865,-4.8856528,4.683482,-4.7462965,258.23598,484.68468,295.02344,293.90781,201,107,890,928,-5.9596,1.1507,3.0585045,-1.5139626,17480,7513,-0.1632,0.0149,-489,-208,-932,-736,0.16009734,1.6035,51,91.3,-1.065,-0.93315,-1.8457365,-0.86512288,-0.017,0.001,-1.0471891,1.1775428
4.7592142,-4.861268,4.6544968,-4.7796614,259.03535,423.26712,300.58095,293.09788,194,111,889,904,29.74,15.151,3.0585045,-1.5139626,17478,7502,-0.106,0.0568,-424,-404,192,-824,0.15919764,1.6005,63.9,79,-1.0985,1.0778,-1.8922853,-0.83879677,-0.037,-0.039,0.98342985,-0.7969463
4.6100945,-4.809334,4.5556635,-4.8352476,261.26897,354.0245,307.7993,293.77273,187,121,925,918,73.84,15.151,3.0585045,-1.5139626,17478,7493,-0.1886,-0.0063,-420,-480,378,-748,0.15907103,1.6015,59.9,71.8,0.92409,1.0616,-1.9291195,-0.80114605,-0.038,-0.06,0.9973382,1.1223123
4.4383869,-4.7639735,4.4246537,-4.8763683,261.82825,302.66517,376.3288,293.94543,191,132,902,1124,98.44,25.151,3.0585045,-1.5139626,17468,7475,-0.1465,-0.0407,-453,-542,-8027,-768,0.1595278,1.612,65.1,57.5,0.9286,1.0668,-2.2099849,-0.84541309,-0.018,-0.06,-1.0193724,-1.0040605
4.2463459,-4.7127503,4.3108884,-4.8904578,261.7984,294.98981,446.7598,294.4993,156,114,922,1449,68.34,45.151,3.0585045,-1.5139626,17460,7462,-0.0789,-0.0146,-498,-535,-2713,-748,0.16039779,1.62,46.5,49.8,-1.074,1.0677,-1.5568315,-0.83591349,0.002,-0.2,1.0112465,0.98423615
4.0191276,-4.6568852,4.2285753,-4.8953611,272.03046,298.48473,478.73518,298.39904,122,115,906,1505,13.84,53.151,3.0585045,-1.5139626,17445,7451,-0.0483,0.0183,-564,-504,-874,-612,0.16039779,1.62,107.1,61.4,0.91493,1.0644,-0.82057047,-0.62863151,0.002,-0.4,-1.0471891,-0.94883008
3.8660329,-4.6114774,4.1773045,-4.9075003,270.0691,304.32588,482.08467,383.7381,122,135,877,1485,-22.96,31.151,3.0585045,-1.5139626,17436,7444,-0.0518,0.0318,-591,-457,-384,886,0.16039779,1.62,55.9,50.2,0.90766,1.0555,-0.40991213,-0.5975441,0.042,-0.2,-1.005464,-0.90740723
3.6546275,-4.555221,4.0558528,-4.9468191,275.05992,306.57778,482.2382,473.18848,169,209,924,1118,-29.56,43.151,3.0585045,-1.5139626,17438,7454,-0.0245,0.0225,-624,-462,-230,-3188,0.16149871,1.6247,65.5,63.2,-1.0764,1.0341,0.061981329,-0.42085627,0.061,-0.08,0.9973382,1.205158
3.4587224,-4.515544,3.8301262,-4.9786221,288.84944,310.39643,482.65882,495.36842,195,208,881,993,-26.56,33.151,3.0585045,-1.5139626,17434,7453,-0.0544,0.0415,-624,-484,-73,-5471,0.16118633,1.6117,62.6,82.2,0.93937,-0.9686,0.3207998,-0.37984968,0.041,-0.2,-1.0332807,-1.0454834
3.2684023,-4.4351973,3.5314578,-4.9449058,364.97194,311.82426,482.49661,486.42553,157,204,870,977,-26.16,25.151,3.0585045,-1.5139626,17434,7459,-0.0392,0.031,-621,-542,102,-1456,0.16134237,1.613,44.9,61.5,0.95725,-0.9759,0.60088799,-0.31970534,0.021,-0.12,-1.0193724,1.1361199
3.0774499,-4.3117276,3.2116832,-4.8450826,482.76018,312.07026,482.98392,483.9557,150,197,909,990,-24.66,43.151,3.0585045,-1.5139626,17436,7459,-0.0311,0.0394,-624,-592,330,-334,0.16134237,1.613,44.7,80.1,-1.0513,-0.98162,0.86300583,-0.1099616,0.001,-0.06,0.98342985,1.0670818
2.953399,-4.22847,2.9911651,-4.7706698,509.48491,311.77716,483.83042,486.124,146,165,890,953,-22.46,25.151,3.0585045,-1.5139626,17446,7475,-0.0847,0.0232,-639,-620,568,-56,0.16030779,1.611,75.4,63.2,-1.0902,1.0143,0.92396319,-0.024187549,-0.039,0,-1.0610974,-0.7969463
2.7844373,-4.102467,2.6513182,-4.6737562,512.00735,312.4196,484.24429,488.13057,169,167,892,992,-19.06,33.151,3.0585045,-1.5139626,17446,7488,-0.0959,0.0657,-639,-646,826,114,0.1597827,1.6085,52.2,88,0.92686,1.013,0.87082741,0.56848909,-0.06,0,0.95561315,-0.92121485
2.6346926,-3.9506053,2.3099896,-4.5713496,511.08727,312.4132,482.79469,486.90675,150,139,904,1431,-17.96,29.151,3.0585045,-1.5139626,17440,7492,-0.1346,0.0555,-639,-672,871,268,0.16157699,1.63,140.6,76.5,0.92591,-1.0001,1.1455195,0.5985333,-0.06,0,1.0112465,-0.86598438
2.4905405,-3.7778855,1.9822869,-4.4168065,506.93472,312.53229,473.85358,491.64732,130,133,841,1612,-13.26,17.151,3.0585045,-1.5139626,17433,7486,-0.1553,0.0397,-580,-676,552,492,0.1618123,1.6375,160.9,76.8,0.97333,-1.0019,1.0975683,0.72598309,-0.2,0,-0.99155569,1.1223123
2.3628679,-3.6062998,1.6802272,-4.207941,501.98319,312.79865,450.42926,488.20377,106,117,888,1605,-11.46,-0.84929,3.0585045,-1.5139626,17426,7480,-0.1912,0.0033,-604,-668,-48,792,0.16310553,1.653,138.9,61.3,-1.0677,-1.0034,1.0670588,0.44191377,-0.4,-0.06,-1.0193724,-0.76933107
2.2963289,-3.5093761,1.4845837,-4.0654029,476.02152,313.06854,403.7799,486.47876,112,185,879,1381,-7.9596,-14.849,3.0585045,-1.5139626,17415,7468,-0.1826,-0.0213,-656,-678,-424,1116,0.16297262,1.654,109.6,41.6,-1.046,-0.99886,0.9996318,0.10307978,-0.2,-0.02,-1.0193724,1.1499275
2.2158274,-3.3693729,1.1703169,-3.8884605,398.96711,313.51786,337.54565,491.2901,134,216,876,989,-8.2596,-48.849,3.0585045,-1.5139626,17405,7456,-0.154,-0.0199,-684,-682,-636,1356,0.16291952,1.6615,111.8,43.4,0.93678,-0.99185,0.9165582,-0.199116,-0.08,0,0.98342985,1.0670818
2.1367323,-3.2232847,0.8168984,-3.75094,330.11697,313.77643,296.36413,486.7451,155,197,869,929,-5.8596,-52.849,3.0585045,-1.5139626,17403,7454,-0.2046,-0.0478,-732,-678,-736,1279,0.16297262,1.657,108.6,42.9,-1.0716,-0.98349,0.93426206,-0.44564547,-0.2,0.02,-1.0471891,-0.75552345
2.0524803,-3.1200212,0.44166672,-3.5890539,286.77371,314.25403,290.49065,484.19805,136,207,851,942,-3.6596,-42.849,3.0585045,-1.5139626,17402,7446,-0.2306,-0.0588,-720,-664,-773,687,0.16363934,1.6715,107.1,46,-1.0433,0.98799,0.97100112,-0.61368622,-0.12,0,-1.0610974,0.95662092
1.9762951,-3.0656305,0.066886361,-3.3629969,275.90224,314.40637,290.44336,488.30178,120,185,857,914,-2.7596,-88.849,3.0585045,-1.5139626,17406,7442,-0.2453,-0.0109,408,-612,-781,56,0.16301247,1.663,129,42.4,0.96136,-0.96919,0.94411979,-0.71665716,-0.06,0,-1.0332807,0.98423615
1.9283753,-3.0493816,-0.17294511,-3.1925564,274.04958,314.3771,287.962,496.58824,126,159,899,920,-0.85961,-52.849,3.0689009,-1.5139626,17407,7443,-0.2525,-0.0542,-888,-716,-771,-290,0.16257519,1.656,139.2,39.5,0.9858,1.0306,0.93682575,-0.82775175,0,0.02,-1.005464,-0.83836915
1.8382653,-3.0497559,-0.51263489,-2.9413946,273.92406,318.27324,281.55842,471.28571,171,170,884,1005,-0.55961,-52.849,2.3835577,-1.5139626,17408,7439,-0.204,-0.0187,-5266,-792,-752,-458,0.16265452,1.649,100.3,25.6,0.98402,1.0401,0.9802148,-0.92875815,0,-0.2,0.98342985,1.1913504
1.7073903,-3.0288706,-0.85081133,-2.7098064,257.51721,0,248.68721,431.10989,124,134,902,1447,1.7404,-52.849,-2.5667435,-1.5139626,17425,7470,-0.19,0.0223,-1008,-750,-704,-528,0.16157699,1.6455,132.4,59.3,-1.0172,1.0415,0.9423316,-1.0008406,0,0.04,0.9695215,1.1085047
1.5416281,-2.899164,-1.1988029,-2.4948023,249.64876,432.08702,244.1961,339.8381,113,126,863,1513,0.44039,-32.849,-2.9414955,-1.5139626,17432,7499,-0.1922,0.0072,-93,-768,-695,-564,0.16104356,1.647,114.6,30.7,0.98414,1.0371,0.42934858,-1.0538602,0,0,-1.0471891,1.0946971
1.3545297,-2.6339887,-1.5383241,-2.2739875,250.00922,507.21647,250.59124,289.11632,118,146,884,1487,1.3404,-24.849,-2.9414955,-1.5139626,17452,7522,-0.2308,-0.0112,127,-736,-700,-597,0.15991045,1.6395,157,23.3,1.0011,1.0549,0.024106607,-0.95773774,-0.06,0,0.9695215,-0.879792
1.2163108,-2.4185759,-1.7590675,-2.1128947,253.31678,539.34053,252.3453,288.95065,171,215,916,1187,1.8404,1.1507,-2.9414955,-1.5139626,17451,7519,-0.2417,0.0066,329,836,-748,-582,0.16121232,1.6495,131.7,27.6,0.97937,1.0412,-0.44275654,-0.92782828,-0.02,0,-1.0193724,-0.879792
0.98112945,-2.0472972,-2.0833984,-1.8498661,253.79774,543.77842,253.21259,297.25972,223,213,849,948,3.8404,-26.849,-2.9414955,-1.5139626,17439,7502,-0.2451,-0.0274,598,-4564,-792,-552,0.16273393,1.655,102.5,21.3,0.991,1.0461,-0.91077568,-0.93297109,0,-0.04,0.95561315,1.1637352
0.75473968,-1.6732541,-2.3849011,-1.5548914,254.16463,544.1777,253.37941,299.36134,217,203,851,932,1.3404,-24.849,-2.9414955,-1.5139626,17430,7484,-0.1638,-0.0143,952,-2840,-836,-511,0.16214025,1.6555,80.6,40.3,1.0058,-0.97373,-1.1137857,-0.81885688,0.02,-0.1,-1.005464,1.1361199
0.53891881,-1.3392505,-2.6653887,-1.2198341,254.45629,536.1233,257.01004,298.97552,208,204,873,950,1.9404,-44.849,-2.9414955,-1.5139626,17416,7470,-0.1696,-0.0551,1292,-462,-858,-504,0.16266775,1.659,81.1,39.5,-1.0041,-0.96705,-1.368856,-0.8380655,0,-0.08,-1.0332807,1.1223123
0.29105931,-0.99918607,-2.9521717,-0.84915908,254.40897,482.74883,291.13289,298.52126,199,175,889,944,3.5404,-4.8493,-2.9414955,-1.5139626,17408,7465,-0.2188,-0.0329,1220,-60,-850,-543,0.16266775,1.6793,67.7,55.8,-1.0351,-0.96958,-1.5474945,-0.89696701,0,0.02,0.9695215,-0.879792
0.11743847,-0.75125127,-3.1512743,-0.58894935,254.42326,427.21271,295.09436,299.72336,202,176,911,941,3.7404,-14.849,-2.9414955,-1.5139626,17399,7458,-0.229,-0.0335,487,127,-889,-565,0.16266775,1.6825,93.7,33.6,0.98055,-0.97669,-1.5943202,-0.84159509,0.02,-0.04,0.98342985,-0.86598438
-0.1619384,-0.31938433,-3.4476166,-0.19820303,254.4969,369.26708,300.77812,298.65719,190,160,881,1362,4.7404,-14.849,-2.9414955,-1.5139626,17398,7454,-0.2233,-0.0238,-145,346,-888,-604,0.16286645,1.6805,99,47.1,0.99831,-0.96858,-1.6783491,-0.80968667,-0.2,0,0.98342985,1.0946971
-0.49248026,0.14183956,-3.7166842,0.17872865,254.86154,312.92244,325.63345,298.99167,130,123,901,1580,2.9404,-14.849,-2.9414955,-1.5139626,17416,7462,-0.2429,-0.122,-388,639,-896,-620,0.16326531,1.685,97,25,1.0064,1.0211,-1.9403236,-0.87800619,0.04,0,0.98342985,-0.7969463
-0.87515841,0.58202621,-3.9453221,0.54174681,259.00567,301.81313,402.23726,297.75085,116,132,915,1543,5.2404,-24.849,-2.9414955,-1.5139626,17430,7477,-0.2723,-0.0656,-480,1044,-908,-646,0.16286645,1.682,78,20.5,-1.0161,1.0331,-1.3081801,-0.85274395,0,0,-0.99155569,1.2465809
-1.3014115,1.0173478,-4.1490364,0.90526508,272.84399,309.59135,458.91319,310.77383,133,187,1120,1423,4.7404,-2.8493,-2.9414955,-1.5139626,17436,7498,-0.2524,-0.0232,-534,1311,-909,-655,0.16373312,1.696,82.6,11.5,0.99534,-0.93436,-0.76403515,-0.76310637,0,0.04,0.9695215,-0.94883008
-1.5960976,1.3071813,-4.2737876,1.1518435,271.64839,311.45319,477.93143,404.89873,202,223,1592,1042,4.9404,-18.849,-2.9414955,-1.5139626,17441,7511,-0.2827,-0.0808,-527,1016,-926,-661,0.16447368,1.7015,44.1,11.5,1.0028,-0.94768,-0.30242917,-0.70740303,0,0,0.95561315,1.1499275
-2.0393668,1.7412753,-4.4263615,1.5203221,288.59819,312.42048,477.13522,477.07143,225,200,1660,949,4.3404,-12.849,-2.9414955,-1.5139626,17444,7514,-0.2191,-0.0868,-492,182,-932,-681,0.16474465,1.6992,70,9,-1.0097,-0.93187,0.21419466,-0.58672463,-0.04,0.02,0.98342985,-1.0316758
-2.456654,2.1831083,-4.5406835,1.8884898,355.20648,312.03269,478.22702,491.80851,199,209,1583,988,1.2404,-24.849,-2.9414955,-1.5139626,17441,7501,-0.2459,-0.0794,-454,-278,-926,-688,0.16406891,1.687,39.1,11.4,0.97472,1.0294,0.50554057,-0.58749092,-0.1,-0.48,1.0112465,0.98423615
-2.777083,2.6337367,-4.6460338,2.2554835,456.21338,311.08029,478.49481,484.41221,202,193,1155,1021,-1.7596,-20.849,-2.9414955,-1.5139626,17439,7487,-0.2336,-0.0554,-472,-450,-912,-677,0.16406891,1.6915,61.6,28.2,-1.0375,1.0363,0.59085416,-0.05815062,-0.08,-0.08,-1.0193724,-0.81075392
-2.9731233,3.0519883,-4.7689121,2.6129572,506.52085,310.70886,478.58768,484.15942,184,171,1018,950,-2.0596,-30.849,-2.9414955,-1.5139626,17438,7470,-0.2911,-0.0727,-498,-528,-852,-688,0.1635323,1.697,71,13.9,-1.0437,1.0232,0.53259543,0.49003448,0.02,0.02,0.9973382,-0.93502246
-3.086937,3.3036115,-4.8636224,2.8456668,509.37897,311.38196,479.35675,487.83575,206,165,1008,904,-4.7596,5.1507,-2.9414955,-1.5139626,17429,7464,-0.2932,-0.0567,-562,-574,-872,-670,0.16273393,1.6905,54.8,9.1,0.9678,1.0379,0.62988868,0.78492926,-0.04,0.02,0.9695215,-0.94883008
-3.3445737,3.6599395,-4.9903128,3.1877628,508.99824,310.73844,478.91619,487.95765,173,140,976,922,-4.9596,-12.849,-2.9414955,-1.5139626,17422,7462,-0.2577,0.0044,-596,-556,-896,-674,0.16326531,1.6965,75.5,7.8,-1.0259,-0.93165,0.65570773,1.1251952,0,0,0.95561315,1.1085047
-3.7045525,3.9738377,-5.057712,3.5262382,508.48793,310.5424,478.58857,484.36364,121,129,978,932,-7.8596,-14.849,-2.9414955,-1.5139626,17425,7465,-0.2824,-0.0352,-620,-532,-984,-671,0.16286645,1.6945,105.4,8.1,-1.0649,-0.92959,0.90994017,1.2578688,0,0.02,-1.0193724,-0.81075392
-4.0645586,4.2258351,-5.0765572,3.854641,506.55272,309.29756,477.74124,486.61828,122,131,1026,889,-6.0596,-34.849,-2.9414955,-1.5139626,17444,7493,-0.2657,-0.0825,-638,-520,-964,-648,0.16313214,1.6945,64.6,4.3,-1.0377,-0.9276,0.88668888,1.3727879,0,0.06,-1.0471891,-0.93502246
-4.3313009,4.4498179,-5.0874634,4.1455841,482.48488,309.11402,476.14332,484.20779,171,212,1642,898,-4.9596,-2.8493,-2.9414955,-1.5139626,17437,7500,-0.2423,-0.0225,-630,-534,-960,-593,0.16299919,1.703,62.6,18.8,0.96846,1.0523,0.96045649,0.90297158,0.04,0,-1.0193724,-0.93502246
-4.4457863,4.5935066,-5.0977424,4.3103289,408.93012,311.48259,454.37028,485.18008,222,214,1873,914,-5.7596,-2.8493,-2.9414955,-1.5139626,17443,7506,-0.2386,-0.005,-660,-560,-933,-565,0.16339869,1.704,63.2,12.4,0.98026,1.0522,1.0504411,0.44949011,0,-0.04,-0.99155569,1.1223123
-4.5951197,4.7844784,-5.0735537,4.5169179,331.53038,311.86446,395.2002,483.30222,210,206,1766,907,-4.9596,-0.84929,-2.9414955,-1.5139626,17448,7520,-0.2562,0.0069,-668,-617,-484,-652,0.16460905,1.7135,57.4,1.9,0.99105,-0.92297,1.0486865,0.06740712,0.02,-0.2,0.9695215,-0.78313869
-4.7092848,4.9315623,-4.9686573,4.6857974,286.5071,310.53808,330.64844,478.6474,198,204,1633,914,-5.2596,-2.8493,-2.9414955,-1.5139626,17454,7529,-0.2538,0.0054,-664,-668,976,-756,0.16433854,1.7145,67.9,16.4,-1.0421,-0.91732,1.0826033,-0.22232156,-0.48,0.02,-1.0193724,1.1637352
